SMILES,valid,MolWt,QED,LogP,target_query,Lipinski,Novel
C/C=C/NC(=O)C1=CC=C(C=C1)C,True,175.231,0.7335140649214138,2.25842,EGFR inhibitor,True,True
C1=CC=C(C=C1)C[C@H1](C)[NH3+1],True,136.21799999999996,0.6242517967075476,0.8595000000000002,EGFR inhibitor,True,True
C(C(=O)[O-1])NC(=O)[C@@H1](C(=O)O)[NH3+1],True,176.128,0.3712020831062211,-4.4524,EGFR inhibitor,True,True
CCSC[NH2+1]C,True,106.214,0.392136596717245,-0.1098,EGFR inhibitor,True,True
C(C[NH1+1]CCC(=O)[O-1])C(=O)[O-1],True,159.141,0.3957426473942779,-4.384399999999998,EGFR inhibitor,True,True
C[C@H1][C@H1](C(=O)[O-1])[NH3+1],True,102.113,0.4209908092627932,-2.429009999999999,EGFR inhibitor,True,True
C[NH1+1]CCOCC[NH2+1]C,True,133.215,0.3769346730195269,-2.824799999999997,EGFR inhibitor,True,True
C1=CC=C(C=C1)C(=[NH2+1])N,True,121.163,0.3688699104988422,-0.849,EGFR inhibitor,True,True
C1=CC(=CC(=C1)[S-1])C(=O)[O-1],True,152.17399999999998,0.5298303781358171,-0.0441,EGFR inhibitor,True,True
C[C@H1]1[C@H1]CO[C@H1](O1)O[NH3+1],True,133.147,0.4706735510752581,-0.9169099999999996,EGFR inhibitor,True,True
C1=CC(=CN=C1)NC(=O)/C=C/C2=CC=C(C=C2)Br,True,303.159,0.881872500631637,3.496000000000002,EGFR inhibitor,True,True
CCCCC(=O)[O-1],True,101.125,0.4987673823665796,-0.0735000000000001,EGFR inhibitor,True,True
CC1=CC=C(C=C1)P(CP(=O)(C)C)CP(C)C,True,288.248,0.7347191156116271,4.381420000000004,EGFR inhibitor,True,True
C/C1=C\CC2=CC=CC=C21,True,130.18999999999997,0.5061403767927674,2.646000000000001,EGFR inhibitor,True,True
COC1=C(C=C(C=C1)OCC=O)[O-1],True,181.16699999999997,0.6285311062416973,0.3464999999999996,EGFR inhibitor,True,True
C(=NCC1=CC=CC=C1)CNC(=O)NC2=CC=CC=[NH1+1]2,True,269.328,0.7996858857701166,1.8932,EGFR inhibitor,True,True
CCCC[C@@H1](CC(=O)[O-1])[NH3+1],True,145.202,0.534777444076064,-1.0728999999999986,EGFR inhibitor,True,True
CC[NH1+1](CC[NH3+1])C[NH3+1],True,120.22,0.3202573418560852,-3.6674999999999978,EGFR inhibitor,True,True
CCC1NCC[C@@H1]([NH2+1]1)C(=O)[O-1],True,158.201,0.4627333412078832,-2.602299999999998,EGFR inhibitor,True,True
CC=NCO[C@H1](CO)Br,True,196.044,0.5323833189495475,0.7645,EGFR inhibitor,True,True
C[NH1+1](C)CC[N+1](C)(C)C,True,132.251,0.4619331909756292,-1.1628999999999976,EGFR inhibitor,True,True
C1[C@@H1]([NH2+1]C1)N,True,73.119,0.3502324723717576,-1.7616999999999994,EGFR inhibitor,True,True
C#CC(=O)[O-1],True,69.039,0.3202527763517478,-1.6305,EGFR inhibitor,True,True
C1=CN=CC2=C1N=C(C=N2)SCC(=O)[O-1],True,220.233,0.6701259590205525,-0.1332000000000002,EGFR inhibitor,True,True
C1C[C@@H1](C[NH2+1]1)C(=O)[O-1],True,115.132,0.4046380743912872,-2.680399999999999,EGFR inhibitor,True,True
CC1[NH1+1](CC[NH1+1]1C)CC(=O)[O-1],True,159.209,0.4264956591577215,-4.5044999999999975,EGFR inhibitor,True,True
C=C(C(=O)[O-1])S(=O)(=O)C1=CC=C(C=C1)O,True,227.217,0.6975721278483625,-0.5705,EGFR inhibitor,True,True
C1=CC=C(C=C1)[NH3+1],True,94.137,0.4862230487366923,0.5599999999999998,EGFR inhibitor,True,True
CNC[C@@H1](CO)COCCO,True,163.21699999999998,0.4135465492871277,-1.1767999999999998,EGFR inhibitor,True,True
C1C=[NH1+1]C(=C1C=N)Br,True,174.021,0.4077088133481355,-0.2024299999999996,EGFR inhibitor,True,True
C1[NH1+1]CC1,True,57.096,0.3569305602512584,-1.2607000000000002,EGFR inhibitor,True,True
CCCOC(=O)N1CCC[C@H1](C1)C(=O)[O-1],True,214.241,0.6624471840015721,-0.0051000000000001,EGFR inhibitor,True,True
C1=CC(=CC(=C1)[C@H1](C(=O)O)O)Br,True,231.045,0.8115236821396542,1.5671,EGFR inhibitor,True,True
CC(=O)NC1=[NH1+1]CCN1C2=CC=CC=C2,True,204.25300000000004,0.6212315272720776,-0.9206999999999984,EGFR inhibitor,True,True
C1CC[NH1+1](C1)CCO,True,116.184,0.4582745445312552,-1.3425999999999991,EGFR inhibitor,True,True
C1CC[NH1+1](C1)CC=NCCCCCCCC,True,225.39999999999992,0.4570837517622994,2.096399999999999,EGFR inhibitor,True,True
CP(CC(Cl)Cl)P(O)[O-1],True,207.941,0.5632587318449993,1.4813,EGFR inhibitor,True,True
C1C(C2=CC=C(C3=N2)C(=O)[O-1])=C31,True,158.13599999999997,0.5808600886183879,0.0729999999999999,EGFR inhibitor,True,True
CC[C@H1](C(=O)[O-1])[NH3+1],True,103.121,0.4289619551850835,-2.243199999999999,EGFR inhibitor,True,True
C#CC1=CC=C(C=C1)C[N+1]=CNC2=CC=CC=C2,True,234.302,0.491056586263135,2.644100000000001,EGFR inhibitor,True,True
C1=CC=C(C=C1)C2=C(C=NC=N2)C(=O)[O-1],True,199.189,0.7062370519969224,0.5070999999999997,EGFR inhibitor,True,True
CCCCN1CC[NH1+1](CC1)NOCC(=O)[O-1],True,231.296,0.4624032667899048,-2.826899999999996,EGFR inhibitor,True,True
CC1OC(=O)[C@@H1](C12)COC2.[Br-1].[Ni+2],True,280.751,0.3551750174641344,-2.804199999999998,EGFR inhibitor,True,True
COC1=CC(=C(C=C1)O)Br,True,203.035,0.7571702572771599,2.1633,EGFR inhibitor,True,True
C[N+1](=O)[C@@H1](CC(C)C)CC,True,144.238,0.5538304762904768,2.2198,EGFR inhibitor,True,True
CCC(=O)[O-1],True,73.071,0.4051790062235931,-0.8537000000000001,EGFR inhibitor,True,True
COC1=C(C=C(C=C1)C(=O)[O-1])C=O,True,179.15099999999995,0.6060473462758263,-0.1288,EGFR inhibitor,True,True
C(CCC[NH3+1])CC(=O)[O-1],True,131.17499999999998,0.463144205219275,-1.461399999999998,EGFR inhibitor,True,True
CC(C)[NH2+1]CCCOCC,True,146.254,0.5387573562577904,0.3848000000000002,EGFR inhibitor,True,True
CCCC(=O)N[C@@H1](CC1=CC=CC=C1)C(=O)[O-1],True,234.275,0.7674540496798575,0.2638999999999998,EGFR inhibitor,True,True
C1C[C@@H1](CO1)C(=O)[O-1],True,115.108,0.42976619148206,-1.2272,Serotonin receptor antagonist,True,True
C1=CC(=C(C=C1Br)O)S(=O)(=O)[O-1],True,252.065,0.7577563402480599,1.0587999999999995,Serotonin receptor antagonist,True,True
C([C@H1](C(=O)O)[NH3+1])Br,True,168.998,0.5245020278325504,-0.9236,Serotonin receptor antagonist,True,True
C1[C@@](C(=O)N(C1=O)C2=CC=CC=C2)C(=O)[O-1],True,217.18,0.611970100622165,-0.7257100000000001,Serotonin receptor antagonist,True,True
C1=CC=C(C=C1)[C@H1](C(=O)O)[NH3+1],True,152.17299999999997,0.6286771566659483,0.0541999999999999,Serotonin receptor antagonist,True,True
C1=CC(=C([NH1+1]=C1)[S-1])Cl,True,145.61399999999998,0.4983339518210425,1.0598999999999998,Serotonin receptor antagonist,True,True
CC(=O)C1C#CC2=CC=CC(=C2)C1=O,True,184.194,0.4885518736349007,1.4396,Serotonin receptor antagonist,True,True
CC(C)[C@@H1]CCSC1=CC=CC=N1,True,194.32300000000004,0.5259381487349457,3.4240900000000014,Serotonin receptor antagonist,True,True
C1C[NH2+1]C[C@H1](C1)C(=O)[O-1],True,129.159,0.4330117033683553,-2.2902999999999984,Serotonin receptor antagonist,True,True
COCC(C)[NH2+1]CC[NH1+1]C1COC(O1)C2=CC(=CC=C2)Br,True,360.272,0.6299628442680743,-0.231899999999996,Serotonin receptor antagonist,True,True
CCCCCC(=O)[O-1],True,115.152,0.4947681371302238,0.3166,Serotonin receptor antagonist,True,True
CC=[N+1](C=CCO)[O-1],True,115.132,0.2398309569625846,0.0933999999999999,Serotonin receptor antagonist,True,True
C(C(\C(=O)[O-1])[NH3+1])C=O,True,117.10399999999998,0.3980098275407809,-3.0641999999999987,Serotonin receptor antagonist,True,True
C1[C@@H1](NC1)C[NH3+1],True,87.14600000000002,0.4050604114775511,-1.4097999999999988,Serotonin receptor antagonist,True,True
C(CC[NH3+1])C(=O)[O-1],True,103.12099999999998,0.4384807153147518,-2.241599999999999,Serotonin receptor antagonist,True,True
C[NH2+1]C(C(=O)[O-1])O,True,105.093,0.354027479434051,-3.752099999999999,Serotonin receptor antagonist,True,True
CC1[C@H1][C@H1](C1(C)O)S(=O)[O-1],True,162.20999999999998,0.5448520048388106,-0.16091,Serotonin receptor antagonist,True,True
CC(C1C[NH1+1][C@@H1](N1)COC2O[C@H1]CC=C2)C[NH3+1],True,241.335,0.4871269844418876,-2.0075099999999964,Serotonin receptor antagonist,True,True
C[NH1+1]1CCC[C@@]1CC(=O)NCCCC=O,True,212.29299999999995,0.4522628800584856,-0.6877099999999994,Serotonin receptor antagonist,True,True
C(CCC(=O)[O-1])=O,True,101.081,0.4156707225783945,-1.2846000000000002,Serotonin receptor antagonist,True,True
C1=CC=C2C(=C1)NC(=N2)[S-1],True,149.19799999999998,0.5744570179276127,1.4686999999999997,Serotonin receptor antagonist,True,True
C1=CC(=CC=C1[N+1](=O)[O-1])SCC(=O)[O-1],True,212.206,0.4104340262491083,0.4367999999999996,Serotonin receptor antagonist,True,True
CC(=O)C=C(S)C(=O)[O-1],True,145.159,0.406036804834399,-0.8610000000000002,Serotonin receptor antagonist,True,True
C/C=C/C(=O)[O-1],True,85.082,0.3953421010650316,-0.6876,Serotonin receptor antagonist,True,True
C(=C(CCl)C=[NH2+1])N,True,119.575,0.351924658260363,-1.1022999999999998,Serotonin receptor antagonist,True,True
CNCCSCCC,True,133.26,0.5681178070754384,1.349,Serotonin receptor antagonist,True,True
C([C@@H1](C(=O)[O-1])N)C(=O)SCC(=O)[O-1],True,205.191,0.4926259580789288,-3.536599999999999,Serotonin receptor antagonist,True,True
C1COCCN1C(=O)C2=CN=CC=C2,True,192.218,0.6523612327426717,0.5539999999999999,Serotonin receptor antagonist,True,True
C[NH2+1]CCC[NH2+1],True,89.16200000000002,0.3619097640650493,-2.402599999999998,Serotonin receptor antagonist,True,True
C1=CC(=CC=C1N)NCC(=O)[O-1],True,165.172,0.5878032174185248,-0.5694000000000001,Serotonin receptor antagonist,True,True
C[C@H1][C@@H1]CC[NH3+1],True,86.15800000000002,0.4698406379748653,0.0468799999999999,Serotonin receptor antagonist,True,True
C[C@@H1]([C@@H1](C(=O)O)C)[NH3+1],True,118.156,0.5050993075086362,-0.6624999999999996,Serotonin receptor antagonist,True,True
CC(=O)C1=CC=CC=C1C(=O)[O-1],True,163.15199999999996,0.5871025984574253,0.2527,Serotonin receptor antagonist,True,True
CNC1=CC=CC=C1SC2=CC=CC=C2C(C)C,True,257.402,0.8265891732650793,5.002900000000003,Serotonin receptor antagonist,False,True
CCCO,True,60.096,0.4637839830239684,0.3887,Serotonin receptor antagonist,True,False
CC(C)(C)Cl,True,92.569,0.4012798368869054,2.0237,Serotonin receptor antagonist,True,True
CC(CC[NH2+1]C=O)O[NH3+1],True,134.17899999999997,0.251118980572021,-2.3416999999999986,Serotonin receptor antagonist,True,True
C1=CC=C(C=C1)CCBr,True,185.064,0.6209538490258376,2.624000000000001,Serotonin receptor antagonist,True,True
C[NH2+1]CCC[NH3+1],True,90.17000000000002,0.3698200886819285,-2.188399999999998,Serotonin receptor antagonist,True,True
C[NH1+1](C)CCOCCO,True,134.199,0.4323655923061452,-1.8601999999999976,Serotonin receptor antagonist,True,True
C(C(=O)C(=O)NCC(=O)[O-1])=O,True,158.08899999999997,0.2609450745792638,-3.3795,Serotonin receptor antagonist,True,True
C(C[S-1])CC[NH3+1],True,105.206,0.382083375801738,-0.4445999999999998,Serotonin receptor antagonist,True,True
C[C@@H1]C[NH3+1],True,59.112,0.4196263595262539,-0.5475100000000002,Serotonin receptor antagonist,True,True
C1=CC=C(C=C1)CC(=O)[O-1],True,135.14199999999997,0.5713429347387614,-0.0210000000000001,Serotonin receptor antagonist,True,True
CCCOC(=O)C,True,102.13299999999998,0.485245073645189,0.9595,Serotonin receptor antagonist,True,True
CC1=C(C(=CC=C1)[N+1](=O)[O-1])S(=O)(=O)[O-1],True,216.194,0.4132637389339162,0.8073200000000001,Serotonin receptor antagonist,True,True
CCC(CCCC)CC(=O)[O-1],True,157.233,0.5834425611013018,1.3428,Serotonin receptor antagonist,True,True
C1=CC=C(C=C1)[C@H1](C(=O)O)NC(=O)C[NH3+1],True,209.225,0.6037747650634551,-0.8295999999999988,Serotonin receptor antagonist,True,True
C1=CC=C(C=C1)[C@H1]([C@@H1]CO)O,True,151.18499999999997,0.6739093299305619,0.91659,Serotonin receptor antagonist,True,True
C1=CC(=CN=C1)S(=O)(=O)[O-1],True,158.15799999999996,0.5385832336214375,-0.0142999999999999,Serotonin receptor antagonist,True,True
CC(C)[NH2+1]CC,True,88.17399999999999,0.488243730217779,-0.0219,Cyclooxygenase-2 inhibitor,True,True
CC1=NC=CC=CC(=O)C2=CC=CC=C21,True,197.237,0.6284249141791282,2.761800000000001,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1)[C@@H1](C2=CC=CC=C2)C(=O)[O-1],True,211.23999999999995,0.7726980382885812,1.5683999999999994,Cyclooxygenase-2 inhibitor,True,True
C1=C(SC(=N1)C)C=O,True,127.16799999999998,0.5314920383220041,1.26402,Cyclooxygenase-2 inhibitor,True,True
C1=CC(=NC(=C1)F)N,True,112.107,0.5040333156204199,0.8029,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1)[C@H1]([C@H1](C(=O)O)O)Br,True,245.072,0.7943742951936206,1.5681,Cyclooxygenase-2 inhibitor,True,True
COC[C@@H1]1C=CC(=O)N1C(=O)[O-1],True,170.14399999999998,0.5184758304723883,-1.2568999999999997,Cyclooxygenase-2 inhibitor,True,True
C[NH1+1](C)CCCO,True,104.173,0.4479545982951486,-1.4866999999999992,Cyclooxygenase-2 inhibitor,True,True
CC(C)[NH2+1]CC.CN(C)C1=CC=CC=C1.[Ni+2],True,268.05,0.8273998838977151,1.7282000000000004,Cyclooxygenase-2 inhibitor,True,True
C[P+1](C)(C(=O)[O-1])C(=S)[S-1]C(C)(C)C,True,238.314,0.4174646581148655,1.7729,Cyclooxygenase-2 inhibitor,True,True
C[NH2+1]C(CC(=O)C)C#N,True,127.167,0.5311308230039189,-0.9491199999999992,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C2C(=C1)C=CC=C2C(=O)[O-1],True,171.17499999999995,0.6464447637994888,1.2032999999999994,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1)C[NH1+1]C(=O)CO,True,165.19199999999998,0.606731346227167,-0.9453000000000004,Cyclooxygenase-2 inhibitor,True,True
C/C(=C\C=C/C1=CC=CC=C1/C=O)[O-1],True,187.218,0.4108169318373795,1.7763999999999995,Cyclooxygenase-2 inhibitor,True,True
C1CCC(CC1)[S-1],True,115.221,0.4341995118613053,1.866,Cyclooxygenase-2 inhibitor,True,True
C1=CC(=CC=C1C2=NC)C(C=C2)Br,True,236.112,0.6135000096448281,3.1113000000000017,Cyclooxygenase-2 inhibitor,True,True
C[NH2+1][C@@H1]([C@@H1](C(=O)[O-1])OC1=CC=CC)C1,True,197.234,0.6014972585855745,-1.4529999999999978,Cyclooxygenase-2 inhibitor,True,True
C[C@@H1](C[NH3+1])[NH3+1],True,76.143,0.3579524900604023,-2.1412999999999998,Cyclooxygenase-2 inhibitor,True,True
C[NH1+1](C)CC[NH1+1](C)CC,True,132.251,0.4243235545099222,-2.334499999999996,Cyclooxygenase-2 inhibitor,True,True
COC(=C)[C@@H1][C@@H1](CC1=CC=CC=C1C=C2[C@](C)C=CC)CC3=CC=CC=C32,True,356.5090000000001,0.5573458581045433,6.476880000000007,Cyclooxygenase-2 inhibitor,False,True
C=C(/C(=O)N)[S-1],True,102.138,0.3591300692004094,-0.4676999999999999,Cyclooxygenase-2 inhibitor,True,True
CC[NH3+1],True,46.093,0.3714914223317165,-0.7518,Cyclooxygenase-2 inhibitor,True,True
C1SC[C@H1]([C@@H1]1C(=O)[O-1])[NH3+1],True,147.19899999999998,0.453709604815296,-2.2901999999999987,Cyclooxygenase-2 inhibitor,True,True
C[C@@H1](CO)[NH3+1],True,76.119,0.3966276088948937,-1.3908999999999994,Cyclooxygenase-2 inhibitor,True,True
C[C@H1][C@@H1](C(=O)[O-1])O[NH3+1],True,118.112,0.4160758463129755,-2.4974099999999995,Cyclooxygenase-2 inhibitor,True,True
C(C[C@@H1](C(=O)[O-1])N)C(=O)NC1=CC=C(C=C1)Br,True,300.13200000000006,0.8142787153884167,0.2450000000000004,Cyclooxygenase-2 inhibitor,True,True
C[C@@H1](CC[NH3+1])C(=O)[O-1],True,117.14799999999998,0.4644569111979738,-1.9955999999999987,Cyclooxygenase-2 inhibitor,True,True
C1=CC(=NC(=C1)C(=O)[O-1])C(Br)Br,True,293.922,0.7709544602593498,1.2335,Cyclooxygenase-2 inhibitor,True,True
CN(C)C1=CC=C(C=C1)C(=O)[O-1],True,164.18399999999994,0.6230213755357419,0.1160999999999998,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1)CS(=O)(=O)NC(=O)C[NH3+1],True,229.281,0.6844420979932397,-1.1254999999999984,Cyclooxygenase-2 inhibitor,True,True
CN(C)CC(=O)[O-1],True,102.113,0.4170586480836482,-1.7020999999999995,Cyclooxygenase-2 inhibitor,True,True
C1=CC(=C(C=C1CBr)C=O)[O-1],True,214.038,0.5519135242840935,1.4676,Cyclooxygenase-2 inhibitor,True,True
C1=CC(=C(C=C1[N+1](=O)[O-1])Br)Br,True,280.903,0.585929482556658,3.119800000000001,Cyclooxygenase-2 inhibitor,True,True
CCSC[NH2+1]C,True,106.214,0.392136596717245,-0.1098,Cyclooxygenase-2 inhibitor,True,True
C[NH1+1](C)CC[NH1+1](C)C,True,118.224,0.398220198682767,-2.724599999999996,Cyclooxygenase-2 inhibitor,True,True
C1=CC=[NH1+1]C(=C1)C(=O)[O-1],True,123.11099999999998,0.4738384969539201,-1.1358,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1)[C@H1]CC(=O)[O-1],True,148.16099999999997,0.6212656319116286,0.3789899999999997,Cyclooxygenase-2 inhibitor,True,True
C#CC1=CN=CC=C1,True,103.12399999999997,0.4473069137479969,1.0629,Cyclooxygenase-2 inhibitor,True,False
C[NH2+1]CC[NH2+1]C,True,90.17,0.355564686115472,-2.627199999999997,Cyclooxygenase-2 inhibitor,True,True
C1=CC=C(C=C1F)C(=O)[O-1],True,139.105,0.5567524091717079,0.1892,Cyclooxygenase-2 inhibitor,True,True
C1=CC=[NH1+1]C(=C1)[S-1]N,True,127.192,0.4195623479114515,-0.1841,Cyclooxygenase-2 inhibitor,True,True
C(=C(C#N)C=O)[O-1],True,96.06499999999998,0.1809848331607329,-1.04692,Cyclooxygenase-2 inhibitor,True,True
COSNC(=NC1=CC=CS1C2)CC=CC=C2,True,268.40700000000004,0.45863952725161,3.070100000000002,Cyclooxygenase-2 inhibitor,True,True
C(C(=O)[O-1])[S-1],True,90.103,0.3596017085286158,-1.7168,Cyclooxygenase-2 inhibitor,True,True
CC[C@H1](C(=O)[O-1])[NH3+1],True,103.121,0.4289619551850835,-2.243199999999999,Cyclooxygenase-2 inhibitor,True,True
CCC1=NC(=CC(=C1Cl)Cl)Cl,True,210.491,0.6455066429916831,3.6042000000000014,Cyclooxygenase-2 inhibitor,True,True
C1O[NH1+1]=C(C=N1)N,True,100.101,0.3503540576049592,-2.6022999999999987,Cyclooxygenase-2 inhibitor,True,True
C[NH1+1]CC[NH2+1]C,True,89.16199999999999,0.3491024408710577,-2.841399999999997,Cyclooxygenase-2 inhibitor,True,True
C[C@H1]([C@H1](C(=O)O)[NH3+1])CNCCC[NH3+1],True,191.275,0.3353559893738953,-2.460799999999997,Cyclooxygenase-2 inhibitor,True,True
C=C1CCC[NH2+1]C1,True,98.169,0.4073872103727598,-0.1002,Cyclooxygenase-2 inhibitor,True,True
